bossName,bossDifficulty,bossReqQuest,bossReqLevel,bossLevel, bossHP ,bossHPStr,bossHPperPhase,isHpRevision,bossDef,bossForce,rewardItem1,rewardItem1Name,rewardItem2,rewardItem2Name,rewardItem3,rewardItem3Name,rewardItem4,rewardItem4Name,bossPattern1,bossPattern2,bossPattern3,bossPattern4,bossTip
,,,,,,,,,,,02633919,악세서리 공격력/마력 스크롤,02633918,매지컬 무기 주문서,,,,,검은 사슬 : [파괴의 저주] 사슬이 플레이어를 조준하며 여러개 떨어집니다. 피격 시 최대 체력의 15% 피해를 받으며 파괴의 저주에 걸립니다.,검은 사슬 : [파괴의 저주] 사슬이 플레이어를 조준하며 여러개 떨어집니다. 피격 시 최대 체력의 15% 피해를 받으며 파괴의 저주에 걸립니다.,,,"[3페이즈] 가 가장 어려운 구간입니다. 클리어에 많은 어려움이 있겠지만, 언젠가는 격파를 할 수 있게 됩니다. 보스레이드는 정신력 승부입니다."
,,,,,,,,,,,02633918,매지컬 무기 주문서,02633917,프리미엄 펫장비 공격력/마력 스크롤,,,,,[창조의 아이온] : 모든 공격이 [창조의 저주] 를 겁니다.\\n돌진 : 최대 체력의 50% + 방어력에 따른 추가 피해\\n사슬 채찍 : 최대 체력의 15% 피해를 주며 넉백\\n내려찍기 : 즉사 피해,[창조의 아이온] : 모든 공격이 [창조의 저주] 를 겁니다.\\n돌진 : 최대 체력의 50% + 방어력에 따른 추가 피해\\n사슬 채찍 : 최대 체력의 15% 피해를 주며 넉백\\n내려찍기 : 즉사 피해,,,"[4페이즈] 에서는 익스트림 난이도가 아닌 이상, [창조] 또는 [파괴] 둘 중 하나를 선택할 수 있습니다. 비숍처럼 포션을 사용하지 않고 생존을 할 수 있는 직업이 아니라면, 캐릭터를 [검은색] 이펙트가 나오도록 하세요."
,,,,,,,,,,,02633917,프리미엄 펫장비 공격력/마력 스크롤,04023027,영원히 꺼지지 않는 검은 불꽃,,,,,[파괴의 얄다바오트] : 모든 공격이 [파괴의 저주] 를 겁니다.\\n돌진 : 최대 체력의 50% + 방어력에 따른 추가 피해\\n사슬 채찍 : 최대 체력의 15% 피해를 주며 넉백\\n내려찍기 : 즉사 피해,[파괴의 얄다바오트] : 모든 공격이 [파괴의 저주] 를 겁니다.\\n돌진 : 최대 체력의 50% + 방어력에 따른 추가 피해\\n사슬 채찍 : 최대 체력의 15% 피해를 주며 넉백\\n내려찍기 : 즉사 피해,,,"[4페이즈] 3페이즈에 비해 보스의 체력이 낮지만, [권능 패턴] 으로 인한 보호막 생성 주기가 매우 짧습니다. 격파에 꽤 오랜 시간이 걸릴 겁니다."
,,,,,,,,,,,04023027,영원히 꺼지지 않는 검은 불꽃,,,,,,,창조의 아이온과 파괴의 얄다바오트를 쓰러트리면 1페이즈 종료,창조의 아이온과 파괴의 얄다바오트를 쓰러트리면 1페이즈 종료,,,
,,,,,,,,,,,02048767,검은 환생의 불꽃,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2페이즈,2페이즈,,,
,,,,,,,,,,,,,,,,,,,보호막 패턴 주기 : 72초,보호막 패턴 주기 : 72초,,,
,,,,,,,,,,,,,,,,,,,"다크 폴링 : [창조의 저주] 약 60초마다 운석이 수직으로 떨어집니다. 맵 기준으로 오른쪽 위에서부터 왼쪽으로, 또는 반대 방향으로 떨어지며, 피격 시 창조의 저주가 걸리며 최대 체력의 50% 피해","다크 폴링 : [창조의 저주] 약 60초마다 운석이 수직으로 떨어집니다. 맵 기준으로 오른쪽 위에서부터 왼쪽으로, 또는 반대 방향으로 떨어지며, 피격 시 창조의 저주가 걸리며 최대 체력의 50% 피해",,,
,,,,,,,,,,,,,,,,,,,"모닝 스타폴 : [창조의 저주] 보라색 운석들이 대각선으로 떨어집니다. 피격 시 창조의 저주가 걸리며 최대 체력의 35% 피해\\n낙하 후에는 맵 끝까지 이동하다 사라지며, 바닥에서 피격 시 최대 체력의 50% 피해와 창조의 저주","모닝 스타폴 : [창조의 저주] 보라색 운석들이 대각선으로 떨어집니다. 피격 시 창조의 저주가 걸리며 최대 체력의 35% 피해\\n낙하 후에는 맵 끝까지 이동하다 사라지며, 바닥에서 피격 시 최대 체력의 50% 피해와 창조의 저주",,,
,,,,,,,,,,,,,,,,,,,검은마법사가 플레이어에게 6초 동안 시야를 차단하는 암흑 상태이상을 겁니다.,검은마법사가 플레이어에게 6초 동안 시야를 차단하는 암흑 상태이상을 겁니다.,,,
,,,,,,,,,,,,,,,,,,,아포칼립스 : [보호막] 72초마다 검은 마법사가 패턴을 시전합니다. 검은마법사의 손에 생성되는 마법진의 위치에 따라 스킬 범위가 다릅니다.\\n틱 당 최대 체력의 10000% 피해,아포칼립스 : [보호막] 72초마다 검은 마법사가 패턴을 시전합니다. 검은마법사의 손에 생성되는 마법진의 위치에 따라 스킬 범위가 다릅니다.\\n틱 당 최대 체력의 10000% 피해,,,
,,,,,,,,,,,,,,,,,,,녹스피어 : [창조의 저주] 바닥에서 사슬 끝 부분의 거대한 창이 솟아오릅니다.\\n최대 체력의 90% 피해,녹스피어 : [창조의 저주] 바닥에서 사슬 끝 부분의 거대한 창이 솟아오릅니다.\\n최대 체력의 100% 피해,,,
,,,,,,,,,,,,,,,,,,,검은 사슬 : [파괴의 저주] 사슬이 플레이어를 조준하며 여러개 떨어집니다.\\n최대 체력의 15% 피해,검은 사슬 : [파괴의 저주] 사슬이 플레이어를 조준하며 여러개 떨어집니다.\\n최대 체력의 15% 피해,,,
,,,,,,,,,,,,,,,,,,,파멸의 눈 : [파괴의 저주] 파멸의 눈이 2개 생성되어 맵을 돌아다닙니다.\\n0.3초 주기로 최대 체력의 5% 피해,파멸의 눈 : [파괴의 저주] 파멸의 눈이 2개 생성되어 맵을 돌아다닙니다.\\n0.3초 주기로 최대 체력의 5% 피해,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3페이즈,3페이즈,,,
,,,,,,,,,,,,,,,,,,,보호막 패턴 주기 : 약 60초,보호막 패턴 주기 : 약 60초,,,
,,,,,,,,,,,,,,,,,,,"다크 폴링 : [창조의 저주] 약 60초마다 운석이 수직으로 떨어집니다. 맵 기준으로 오른쪽 위에서부터 왼쪽으로, 또는 반대 방향으로 떨어지며, 피격 시 창조의 저주가 걸리며 최대 체력의 50% 피해","다크 폴링 : [창조의 저주] 약 60초마다 운석이 수직으로 떨어집니다. 맵 기준으로 오른쪽 위에서부터 왼쪽으로, 또는 반대 방향으로 떨어지며, 피격 시 창조의 저주가 걸리며 최대 체력의 50% 피해",,,
,,,,,,,,,,,,,,,,,,,"모닝 스타폴 : [창조의 저주] 보라색 운석들이 대각선으로 떨어집니다. 피격 시 창조의 저주가 걸리며 최대 체력의 35% 피해\\n낙하 후에는 맵 끝까지 이동하다 사라지며, 바닥에서 피격 시 최대 체력의 50% 피해와 창조의 저주","모닝 스타폴 : [창조의 저주] 보라색 운석들이 대각선으로 떨어집니다. 피격 시 창조의 저주가 걸리며 최대 체력의 35% 피해\\n낙하 후에는 맵 끝까지 이동하다 사라지며, 바닥에서 피격 시 최대 체력의 50% 피해와 창조의 저주",,,
,,,,,,,,,,,,,,,,,,,"검은마법사를 기준으로 영역이 생성됩니다. 플레이어가 영역 바깥에 있으면 데미지와 HP/MP 회복량이 절반으로 떨어지며, 피격 데미지가 증가합니다. 검은마법사의 체력이 33% 떨어질 때마다 영역이 좁아집니다.\\n(매그너스 패턴)","검은마법사를 기준으로 영역이 생성됩니다. 플레이어가 영역 바깥에 있으면 데미지와 HP/MP 회복량이 절반으로 떨어지며, 피격 데미지가 증가합니다. 검은마법사의 체력이 75%, 36%일 때 영역이 좁아집니다.\\n(매그너스 패턴)",,,
,,,,,,,,,,,,,,,,,,,붉은 운석 : 아래에서 생성되어 위로 올라갑니다. 피격 시 최대 체력의 15% 피해를 받으며 혼란 상태이상에 걸립니다.,붉은 운석 : 아래에서 생성되어 위로 올라갑니다. 피격 시 최대 체력의 15% 피해를 받으며 혼란 상태이상에 걸립니다.,,,
,,,,,,,,,,,,,,,,,,,보라색 구체 : 위에서 아래로 떨어집니다. 피격 시 최대 체력의 10% 피해를 받으며 기절 상태이상에 걸립니다.,보라색 구체 : 위에서 아래로 떨어집니다. 피격 시 최대 체력의 10% 피해를 받으며 기절 상태이상에 걸립니다.,,,
,,,,,,,,,,,,,,,,,,,검은마법사가 플레이어를 자신의 위치로 끌어당깁니다.,검은마법사가 플레이어를 자신의 위치로 끌어당깁니다.,,,
,,,,,,,,,,,,,,,,,,,"창조와 파괴의 권능 : [보호막] 60 ~ 75초마다 창조, 또는 파괴의 권능을 시전합니다.\\n창조의 권능 : 하얀 운석이 여러 개 떨어지며, 피격 시 최대 체력의 12500% 피해를 받습니다.\\n파괴의 권능 : 바닥에 넓은 범위의 블랙홀이 생성됩니다. 피격 시 최대 체력의 12500% 피해","창조와 파괴의 권능 : [보호막] 60 ~ 75초마다 창조, 또는 파괴의 권능을 시전합니다.\\n창조의 권능 : 하얀 운석이 여러 개 떨어지며, 피격 시 최대 체력의 12500% 피해를 받습니다.\\n파괴의 권능 : 바닥에 넓은 범위의 블랙홀이 생성됩니다. 피격 시 최대 체력의 12500% 피해",,,
,,,,,,,,,,,,,,,,,,,넉백 : [창조의 저주] 플레이어가 공격 범위 내에 있을 경우 사용합니다.\\n최대 체력의 5% 피해,넉백 : [창조의 저주] 플레이어가 공격 범위 내에 있을 경우 사용합니다.\\n최대 체력의 5% 피해,,,
,,,,,,,,,,,,,,,,,,,발판 창조/파괴 : [창조의 저주] 폭발이 발생하며 발판이 생성됩니다. 창조와 파괴의 권능 패턴이 시전된 후에 발판은 폭발하며 사라집니다. 폭발에 피격 시 창조의 저주가 걸리며 최대 체력의 25% 피해,발판 창조/파괴 : [창조의 저주] 폭발이 발생하며 발판이 생성됩니다. 창조와 파괴의 권능 패턴이 시전된 후에 발판은 폭발하며 사라집니다. 폭발에 피격 시 창조의 저주가 걸리며 최대 체력의 25% 피해,,,
,,,,,,,,,,,,,,,,,,,십자 레이저 : [파괴의 저주] 특정 지점에 십자가 형태로 교차되는 레이저가 생성됩니다.\\n최대 체력의 20% 피해\\n분홍색 레이저에 맞으면 50% 피해,십자 레이저 : [파괴의 저주] 특정 지점에 십자가 형태로 교차되는 레이저가 생성됩니다.\\n최대 체력의 30% 피해\\n분홍색 레이저에 맞으면 60% 피해,,,
,,,,,,,,,,,,,,,,,,,"파괴의 천사 : [파괴의 저주] 파괴의 천사가 여러 마리 소환되어 플레이어에게 투사체를 발사합니다.\\n파괴의 천사는 무적이며, 투사체에 피격 시 최대 체력의 10% 피해","파괴의 천사 : [파괴의 저주] 파괴의 천사가 여러 마리 소환되어 플레이어에게 투사체를 발사합니다.\\n파괴의 천사는 무적이며, 투사체에 피격 시 최대 체력의 10% 피해",,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4페이즈,4페이즈,,,
,,,,,,,,,,,,,,,,,,,보호막 패턴 주기 : 30초,보호막 패턴 주기 : 30초,,,
,,,,,,,,,,,,,,,,,,,파티원이 각자 다른 맵에서 레이드를 진행합니다. 체력은 파티원 전체가 공유합니다.,파티원이 각자 다른 맵에서 레이드를 진행합니다. 체력은 파티원 전체가 공유합니다.,,,
,,,,,,,,,,,,,,,,,,,"NPC/채집 키를 이용해 플레이어의 속성을 변환할 수 있습니다. 흰색, 또는 검은색으로 변환되는데, 이는 각각 창조의 힘, 파괴의 힘을 의미합니다.\\n창조 속성일 경우 창조의 저주 공격을 받지 않고, 파괴 속성일 경우 파괴의 저주 공격을 받지 않습니다.","NPC/채집 키를 이용해 플레이어의 속성을 변환할 수 있습니다. 흰색, 또는 검은색으로 변환되는데, 이는 각각 창조의 힘, 파괴의 힘을 의미합니다.\\n창조 속성일 경우 창조의 저주 공격을 받지 않고, 파괴 속성일 경우 파괴의 저주 공격을 받지 않습니다.",,,
,,,,,,,,,,,,,,,,,,,검은마법사가 플레이어에게 슬로우 상태이상을 시전합니다. 5초 동안 이동속도가 느려지며 이동 스킬을 사용할 수 없습니다.,"검은마법사의 저주가 발현되어, 플레이어의 속성이 랜덤으로 변환됩니다.",,,
,,,,,,,,,,,,,,,,,,,"검은마법사가 창조, 또는 파괴 속성의 탄막을 발사합니다. 피격 시 최대 체력의 10% 피해를 받으며, 탄막의 속성에 따른 저주에 걸립니다.",검은마법사가 플레이어에게 슬로우 상태이상을 시전합니다. 5초 동안 이동속도가 느려지며 이동 스킬을 사용할 수 없습니다.,,,
,,,,,,,,,,,,,,,,,,,"맵의 여러 지역에서 창조, 또는 파괴 속성의 폭발이 일어납니다. 피격 시 최대 체력의 50% 피해를 받으며, 폭발의 속성에 따른 저주에 걸립니다. 모든 파티원에게 동일한 시간에 발동됩니다.","검은마법사가 창조, 또는 파괴 속성의 탄막을 발사합니다. 피격 시 최대 체력의 10% 피해를 받으며, 탄막의 속성에 따른 저주에 걸립니다.",,,
,,,,,,,,,,,,,,,,,,,"신에 가까운 자의 권능 : 30초마다 창조, 또는 파괴 속성의 레이저가 여러 개 나타나 맵을 덮습니다. 피격 시 최대 체력의 12500% 피해를 받습니다. 모든 파티원에게 동일한 시간에 발동됩니다.","맵의 여러 지역에서 창조, 또는 파괴 속성의 폭발이 일어납니다. 피격 시 최대 체력의 50% 피해를 받으며, 폭발의 속성에 따른 저주에 걸립니다. 모든 파티원에게 동일한 시간에 발동됩니다.",,,
,,,,,,,,,,,,,,,,,,,,"신에 가까운 자의 권능 : 30초마다 창조, 또는 파괴 속성의 레이저가 여러 개 나타나 맵을 덮습니다. 피격 시 최대 체력의 12500% 피해를 받습니다. 모든 파티원에게 동일한 시간에 발동됩니다.",,,
