bossName,bossDifficulty,bossReqQuest,bossReqLevel,bossLevel, bossHP ,bossHPStr,bossHPperPhase,isHpRevision,bossDef,bossForce,rewardItem1,rewardItem1Name,rewardItem2,rewardItem2Name,rewardItem3,rewardItem3Name,rewardItem4,rewardItem4Name,bossPattern1,bossPattern2,bossPattern3,bossPattern4,bossTip
,,,,,,,,,,,,,02028407,녹옥의 보스 반지 상자(하급),01662111,루시드로이드,,,,,,,
,,,,,,,,,,,,,,,,,,,2페이즈,2페이즈,2페이즈,,
,,,,,,,,,,,,,,,,,,,맵 전체에 나비 여러 마리가 돌아다니며 탄알을 발사합니다.\\n최대 체력의 20% 피해,맵 전체에 나비 여러 마리가 돌아다니며 탄알을 발사합니다.\\n최대 체력의 20% 피해,맵 전체에 나비 여러 마리가 돌아다니며 탄알을 발사합니다.\\n최대 체력의 20% 피해,,
,,,,,,,,,,,,,,,,,,,루시드가 바람 칼날을 발사합니다.\\n최대 체력의 30% 피해,루시드가 바람 칼날을 발사합니다.\\n최대 체력의 51% 피해,루시드가 바람 칼날을 발사합니다.\\n최대 체력의 70% 피해,,
,,,,,,,,,,,,,,,,,,,거대한 소환수가 등장해 위아래로 움직이며 즉사 공격을 합니다.,거대한 소환수가 등장해 위아래로 움직이며 즉사 공격을 합니다.,거대한 소환수가 등장해 위아래로 움직이며 즉사 공격을 합니다.,,
,,,,,,,,,,,,,,,,,,,골렘이 발판에 소환됩니다. 골렘이 소환되면 발판이 부서지며 골렘이 수평으로 레이저를 발사합니다.\\n최대 체력의 50% 피해.\\n골렘 HP : 650억,골렘이 발판에 소환됩니다. 골렘이 소환되면 발판이 부서지며 골렘이 수평으로 레이저를 발사합니다.\\n최대 체력의 50% 피해.\\n골렘 HP : 1500억,골렘이 발판에 소환됩니다. 골렘이 소환되면 발판이 부서지며 골렘이 수평으로 레이저를 발사합니다.\\n최대 체력의 50% 피해.\\n골렘 HP : 6000억,,
,,,,,,,,,,,,,,,,,,,루시드가 [강력한 공격] 을 시전합니다. 루시드가 배경 뒤편에서 레이저를 발사합니다.\\n최대 체력의 34% 피해,루시드가 [강력한 공격] 을 시전합니다. 루시드가 배경 뒤편에서 레이저를 발사합니다.\\n최대 체력의 34% 피해,루시드가 [강력한 공격] 을 시전합니다. 루시드가 배경 뒤편에서 레이저를 발사합니다.\\n최대 체력의 50% 피해,,
,,,,,,,,,,,,,,,,,,,루시드가 [강력한 공격] 을 시전합니다. 루시드가 무적 상태가 되어 맵을 질주합니다.\\n최대 체력의 50% 피해,루시드가 [강력한 공격] 을 시전합니다. 루시드가 무적 상태가 되어 맵을 질주합니다.\\n최대 체력의 70% 피해,루시드가 [강력한 공격] 을 시전합니다. 루시드가 무적 상태가 되어 맵을 질주합니다.\\n즉사 피해,,
,,,,,,,,,,,,,,,,,,,"맵 배경에 나비가 쌓이면 맵 배경이 바뀌고, 발판이 사라지며 공중을 이동할 수 있게 되고 나비들과 루시드가 맵 가운데에 모여, 맵 전체에 탄알을 발사합니다.\\n최대 체력의 50% 피해","맵 배경에 나비가 쌓이면 맵 배경이 바뀌고, 발판이 사라지며 공중을 이동할 수 있게 되고 나비들과 루시드가 맵 가운데에 모여, 맵 전체에 탄알을 발사합니다.\\n최대 체력의 50% 피해","맵 배경에 나비가 쌓이면 맵 배경이 바뀌고, 발판이 사라지며 공중을 이동할 수 있게 되고 나비들과 루시드가 맵 가운데에 모여, 맵 전체에 탄알을 발사합니다.\\n즉사 피해",,
,,,,,,,,,,,,,,,,,,,"플레이어에게 나비 폭탄을 붙입니다. 폭탄은 10초 뒤 폭발하며 최대 체력의 160% 데미지를 받습니다. 파티원이 함께 맞으면 인원 수 만큼 데미지가 분산됩니다.\\n패턴이 시전되면 '루시드의 추억이 담긴 꿈' 이 생성되고, 꿈 근처에 혼자 있으면 폭탄 데미지를 절반만 받습니다.","플레이어에게 나비 폭탄을 붙입니다. 폭탄은 10초 뒤 폭발하며 최대 체력의 160% 데미지를 받습니다. 파티원이 함께 맞으면 인원 수 만큼 데미지가 분산됩니다.\\n패턴이 시전되면 '루시드의 추억이 담긴 꿈' 이 생성되고, 꿈 근처에 혼자 있으면 폭탄 데미지를 절반만 받습니다.","플레이어에게 나비 폭탄을 붙입니다. 폭탄은 10초 뒤 폭발하며 최대 체력의 160% 데미지를 받습니다. 파티원이 함께 맞으면 인원 수 만큼 데미지가 분산됩니다.\\n패턴이 시전되면 '루시드의 추억이 담긴 꿈' 이 생성되고, 꿈 근처에 혼자 있으면 폭탄 데미지를 절반만 받습니다.",,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,3페이즈,,
,,,,,,,,,,,,,,,,,,,,,"3페이즈 진입 시 45초의 시간이 주어지며, 루시드가 맵 중앙으로 이동합니다.",,
,,,,,,,,,,,,,,,,,,,,,루시드가 골렘을 소환하는 패턴을 제외한 모든 공격 패턴을 사용하지 않습니다.,,
,,,,,,,,,,,,,,,,,,,,,주어진 시간(45초) 안에 루시드를 격파하지 못하면 공간이 붕괴됩니다.\\n보스 공략에 실패합니다.,,
